148,1185,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,77,15617
149,1186,2017-01-30,2017-02-01,2017-11-30,14914500,0/0,0,ACTIVO,CI,93,20317
150,1187,2017-01-30,2017-02-01,2017-12-15,23863200,0/0,0,ACTIVO,CI,94,20717
151,1190,2017-01-30,2017-02-01,2017-09-09,17420136,2017-12-15,8710068,ACTIVO,CI,95,20417
152,1198,2017-01-30,2017-02-01,2017-09-09,17420136,2017-12-15,8710068,ACTIVO,CI,95,20517
153,1200,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,96,20617
154,1296,2017-02-01,2017-02-01,2017-06-30,17342675,0/0,0,ACTIVO,CI,97,17817
155,1301,2017-02-01,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,98,17917
156,1304,2017-02-01,2017-02-01,2017-12-15,36419617,0/0,0,ACTIVO,CI,64,17417
157,1320,2017-02-01,2017-02-01,2017-07-31,30000000,0/0,0,ACTIVO,SPI,99,18017
158,1322,2017-02-01,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,83,17717
159,1324,2017-02-01,2017-02-01,2017-12-15,36419617,0/0,0,ACTIVO,CI,32,17517
160,1325,2017-02-01,2017-02-01,2017-09-10,25435923,2017-12-15,10983694,ACTIVO,CI,100,17617
161,1361,2017-02-01,2017-02-01,2017-12-15,36419617,0/0,0,ACTIVO,CI,101,18117
162,1470,2017-02-02,2017-02-06,2017-12-15,35841528,0/0,0,ACTIVO,CI,38,18817
163,1483,2017-02-02,2017-02-06,2017-12-15,35841528,0/0,0,ACTIVO,CI,46,18717
164,1484,2017-02-02,2017-02-06,2017-11-30,34107261,0/0,0,ACTIVO,CI,77,18917
165,1485,2017-02-02,2017-02-06,2017-11-30,26560945,0/0,0,ACTIVO,CI,73,19017
166,1515,2017-02-02,2017-02-06,2017-11-30,34107261,0/0,0,ACTIVO,CI,88,20817
167,1520,2017-02-02,2017-02-06,2017-12-15,35841528,0/0,0,ACTIVO,CI,41,19317
168,1521,2017-02-02,2017-02-06,2017-11-30,26560945,0/0,0,ACTIVO,CI,102,19217
169,1525,2017-02-02,2017-02-06,2017-12-15,35841528,0/0,0,ACTIVO,CI,64,19117
170,1537,2017-02-02,2017-02-06,2017-12-15,35841528,0/0,0,ACTIVO,CI,32,19717
171,1538,2017-02-02,2017-02-06,2017-09-10,19357977,2017-11-30,7202968,ACTIVO,CI,103,19517
172,1539,2017-02-02,2017-02-06,2017-09-10,19357977,2017-11-30,7202968,ACTIVO,CI,70,19617
173,1547,2017-02-02,2017-02-06,2017-08-31,23701656,2017-11-30,10405605,ACTIVO,TV,84,19417
174,1548,2017-02-02,2017-02-06,2017-12-08,35032204,0/0,0,ACTIVO,CI,68,19817
175,1638,2017-02-03,2017-02-06,2017-07-30,20233121,0/0,0,ACTIVO,CI,76,20217
176,1722,2017-02-06,2017-02-07,2017-06-30,16648968,0/0,0,ACTIVO,CI,104,21017
177,1723,2017-02-06,2017-02-07,2017-12-15,35725910,0/0,0,ACTIVO,CI,105,20917
178,1724,2017-02-06,2017-02-07,2017-11-30,33991643,0/0,0,ACTIVO,CI,89,21117
179,1743,2017-02-06,2017-02-08,2017-11-30,33876025,0/0,0,ACTIVO,CI,98,21517
180,1744,2017-02-06,2017-02-08,2017-11-21,32835465,0/0,0,ACTIVO,CI,106,21617
181,1871,2017-02-09,0,0,0,0/0,0,ANULADO,CI,107,31017
182,1937,2017-02-13,2017-02-14,2017-05-12,16106667,0/0,0,LIQUIDADO,SPGBA,108,31817
183,1938,2017-02-14,2017-02-16,2017-04-17,34685350,0/0,0,LIQUIDADO,CI,64,32817
184,2007,2017-02-16,2017-02-17,2017-12-29,13056795,0/0,0,ACTIVO,SPI,109,32917
185,2008,2017-02-16,2017-02-17,2017-12-15,34569732,0/0,0,ACTIVO,CI,40,33017
186,2009,2017-02-16,2017-02-17,2017-11-30,32835465,0/0,0,ACTIVO,CI,78,33117
187,2047,2017-02-17,2017-02-20,2017-12-29,16533333,0/0,0,ACTIVO,SPI,110,33517
188,2068,2017-02-20,2017-02-21,2017-12-29,16480000,0/0,0,ACTIVO,SPI,111,33617
189,2155,2017-02-24,2017-03-01,2017-08-31,20811210,2017-11-30,10405605,ACTIVO,TV,84,36417
190,2158,2017-02-24,2017-03-01,2017-12-30,23721720,0/0,0,ACTIVO,SPI,112,36517
191,2177,2017-02-28,2017-03-01,2017-11-30,31216815,0/0,0,ACTIVO,CI,113,37417
192,2181,2017-02-28,2017-03-01,2017-07-31,17500000,2017-10-15,8750000,ACTIVO,SPI,114,37517
193,2182,2017-02-28,2017-03-01,2017-09-10,17107049,2017-11-30,7202968,ACTIVO,CI,107,37617
194,2183,2017-02-28,2017-03-01,2017-11-30,31216815,0/0,0,ACTIVO,CI,78,37817
195,2184,2017-02-28,2017-03-01,2017-08-22,19886267,0/0,0,ACTIVO,CI,78,37917
196,2196,2017-02-28,2017-03-01,2017-07-31,17500000,2017-10-15,8750000,ACTIVO,SPI,115,38017
197,2264,2017-03-07,2017-03-08,2017-08-31,20001885,2017-11-26,9943133,ACTIVO,CI,116,45617
198,2265,2017-03-07,2017-03-08,2017-11-30,30407490,0/0,0,ACTIVO,CI,117,45417
199,2266,2017-03-07,2017-03-08,2017-08-31,20001885,2017-11-26,9943133,ACTIVO,CI,118,45517
200,2274,2017-03-08,2017-03-09,2017-08-31,19886267,2017-11-25,9943133,ACTIVO,CI,119,45717
201,2287,2017-03-10,2017-03-13,2017-08-31,19423796,2017-11-24,9711898,ACTIVO,CI,34,54017
202,2309,2017-03-15,2017-03-16,2017-11-30,10200000,0/0,0,ACTIVO,SPI,120,55717
203,2331,2017-03-22,2017-03-23,2017-11-19,9480000,0/0,0,ACTIVO,SPI,121,57817
204,2401,2017-04-04,2017-04-05,2017-12-29,14575000,0/0,0,ACTIVO,SPI,122,62517
205,2468,2017-04-19,2017-04-24,2017-08-31,15030318,0/0,0,ACTIVO,CI,123,73717
206,2474,2017-04-20,2017-04-21,2017-08-19,13883333,0/0,0,ACTIVO,SPI,124,74017
207,2476,2017-04-20,2017-04-21,2017-11-28,25204688,0/0,0,ACTIVO,CI,125,74117
208,2479,2017-04-24,2017-04-25,2017-12-08,25898395,0/0,0,ACTIVO,CI,126,75917
209,2499,2017-04-25,2017-04-26,2017-12-29,20386200,0/0,0,ACTIVO,SPI,127,79217
210,2639,2017-05-24,0017-05-25,2017-05-25,22661095,0/0,0,ACTIVO,CI,64,99517
211,2653,2017-05-31,2017-06-01,2017-12-15,10400000,0/0,0,ACTIVO,SPGBA,108,101517
212,2654,2017-05-31,2017-06-01,2017-11-23,20001885,0/0,0,ACTIVO,CI,128,101617
